School_District_Name,year,Course_Code,Course_Name,Number_of_Schools,Total_Course_Enrollment,Number_of_Classes,Number_FTE_Teachers,Average_Class_Size_filtered,Average_Class_Size,Subject_Area
Long Beach Unified,2010,5732,Technical theater,2,47,3,0.57,15.7,15.7,"Arts, Media and Entertainment"
Los Angeles USD,2010,5732,Technical theater,1,15,1,0.17,15,15,"Arts, Media and Entertainment"
Beverly Hills USD,1997,2905,Technical theater/stagecraft,1,23,1,0.2,23,23,Drama/Theater
Beverly Hills USD,1998,2905,Technical theater/stagecraft,1,12,1,0.2,12,12,Drama/Theater
Beverly Hills USD,1999,2905,Technical theater/stagecraft,1,24,2,0.4,12,12,Drama/Theater
Beverly Hills USD,2000,2905,Technical theater/stagecraft,1,11,1,0.2,11,11,Drama/Theater
Beverly Hills USD,2001,2905,Technical theater/stagecraft,1,13,1,0.2,13,13,Drama/Theater
Beverly Hills USD,2002,2905,Technical theater/stagecraft,1,11,1,0.2,11,11,Drama/Theater
Beverly Hills USD,2003,2905,Technical theater/stagecraft,1,11,1,0.2,11,11,Drama/Theater
Beverly Hills USD,2005,2905,Technical theater/stagecraft,1,15,1,0.2,15,15,Drama/Theater
Beverly Hills USD,2006,2905,Technical theater/stagecraft,1,17,1,0.2,17,17,Drama/Theater
Beverly Hills USD,2008,2905,Technical theater/stagecraft,1,25,1,0.2,25,25,Drama/Theater
Beverly Hills USD,2010,2905,Technical theater/stagecraft,1,21,1,0.2,21,21,Drama/Theater
Burbank Unified,1997,2905,Technical theater/stagecraft,2,60,3,0.54,20,20,Drama/Theater
Burbank Unified,1998,2905,Technical theater/stagecraft,2,52,2,0.38,26,26,Drama/Theater
Burbank Unified,1999,2905,Technical theater/stagecraft,1,27,1,0.2,27,27,Drama/Theater
Burbank Unified,2000,2905,Technical theater/stagecraft,1,30,1,0.2,30,30,Drama/Theater
Burbank Unified,2001,2905,Technical theater/stagecraft,1,22,1,0.2,22,22,Drama/Theater
Burbank Unified,2002,2905,Technical theater/stagecraft,1,29,1,0.2,29,29,Drama/Theater
Burbank Unified,2010,2905,Technical theater/stagecraft,2,25,2,0.37,12.5,12.5,Drama/Theater
La Canada Unified,2003,2905,Technical theater/stagecraft,1,139,4,0.8,34.8,34.8,Drama/Theater
La Canada Unified,2004,2905,Technical theater/stagecraft,1,29,1,0.2,29,29,Drama/Theater
La Canada Unified,2006,2905,Technical theater/stagecraft,1,21,1,0.2,21,21,Drama/Theater
La Canada Unified,2007,2905,Technical theater/stagecraft,1,34,1,0.18,34,34,Drama/Theater
La Canada Unified,2008,2905,Technical theater/stagecraft,1,45,1,0.18,45,45,Drama/Theater
Long Beach Unified,1997,2905,Technical theater/stagecraft,2,65,3,0.49,21.7,21.7,Drama/Theater
Long Beach Unified,1998,2905,Technical theater/stagecraft,3,75,4,0.98,18.8,18.8,Drama/Theater
Long Beach Unified,1999,2905,Technical theater/stagecraft,2,50,3,0.55,16.7,16.7,Drama/Theater
Long Beach Unified,2000,2905,Technical theater/stagecraft,1,52,1,0.16,0,52,Drama/Theater
Long Beach Unified,2001,2905,Technical theater/stagecraft,2,43,3,0.83,14.3,14.3,Drama/Theater
Long Beach Unified,2002,2905,Technical theater/stagecraft,2,46,3,0.44,15.3,15.3,Drama/Theater
Long Beach Unified,2003,2905,Technical theater/stagecraft,1,20,1,0.14,20,20,Drama/Theater
Long Beach Unified,2004,2905,Technical theater/stagecraft,1,44,1,0.14,44,44,Drama/Theater
Long Beach Unified,2005,2905,Technical theater/stagecraft,2,65,4,0.73,16.2,16.2,Drama/Theater
Long Beach Unified,2006,2905,Technical theater/stagecraft,1,12,2,0.4,6,6,Drama/Theater
Long Beach Unified,2007,2905,Technical theater/stagecraft,4,101,6,1.1,16.8,16.8,Drama/Theater
Long Beach Unified,2008,2905,Technical theater/stagecraft,2,56,3,0.54,18.7,18.7,Drama/Theater
Los Angeles USD,2003,2905,Technical theater/stagecraft,1,20,1,0.13,20,20,Drama/Theater
Los Angeles USD,2010,2905,Technical theater/stagecraft,1,36,1,0.2,36,36,Drama/Theater
Manhattan Beach USD,1997,2905,Technical theater/stagecraft,1,24,1,0.4,24,24,Drama/Theater
Manhattan Beach USD,1998,2905,Technical theater/stagecraft,1,18,1,0.2,18,18,Drama/Theater
Manhattan Beach USD,1999,2905,Technical theater/stagecraft,1,24,1,0.25,24,24,Drama/Theater
Manhattan Beach USD,2000,2905,Technical theater/stagecraft,1,31,1,0.1,31,31,Drama/Theater
Manhattan Beach USD,2001,2905,Technical theater/stagecraft,1,30,1,0.5,30,30,Drama/Theater
Manhattan Beach USD,2002,2905,Technical theater/stagecraft,1,32,1,0.2,32,32,Drama/Theater
Manhattan Beach USD,2003,2905,Technical theater/stagecraft,1,32,1,0.2,32,32,Drama/Theater
Pasadena Unified,1997,2905,Technical theater/stagecraft,2,46,2,0.4,23,23,Drama/Theater
Pasadena Unified,1998,2905,Technical theater/stagecraft,4,60,4,0.78,15,15,Drama/Theater
Pasadena Unified,1999,2905,Technical theater/stagecraft,3,46,3,0.6,15.3,15.3,Drama/Theater
Pasadena Unified,2000,2905,Technical theater/stagecraft,2,35,3,0.6,11.7,11.7,Drama/Theater
Pasadena Unified,2001,2905,Technical theater/stagecraft,2,27,2,0.37,13.5,13.5,Drama/Theater
Pasadena Unified,2002,2905,Technical theater/stagecraft,2,25,2,0.4,12.5,12.5,Drama/Theater
Pasadena Unified,2003,2905,Technical theater/stagecraft,2,46,2,0.36,23,23,Drama/Theater
Pasadena Unified,2004,2905,Technical theater/stagecraft,1,9,1,0.2,9,9,Drama/Theater
Pasadena Unified,2005,2905,Technical theater/stagecraft,1,6,1,0.2,6,6,Drama/Theater
Pasadena Unified,2006,2905,Technical theater/stagecraft,2,26,2,0.4,13,13,Drama/Theater
Pasadena Unified,2007,2905,Technical theater/stagecraft,2,20,2,0.4,10,10,Drama/Theater
Pasadena Unified,2008,2905,Technical theater/stagecraft,1,15,1,0.2,15,15,Drama/Theater
Santa Monica-Malibu USD,2010,2905,Technical theater/stagecraft,1,24,1,1,24,24,Drama/Theater
Beverly Hills USD,1997,2906,Television production,1,36,3,0.6,12,12,Drama/Theater
Beverly Hills USD,1998,2906,Television production,1,39,3,0.6,13,13,Drama/Theater
Beverly Hills USD,1999,2906,Television production,1,39,3,0.6,13,13,Drama/Theater
Beverly Hills USD,2000,2906,Television production,1,27,4,0.8,6.8,6.8,Drama/Theater
Beverly Hills USD,2001,2906,Television production,1,17,3,0.6,5.7,5.7,Drama/Theater
Beverly Hills USD,2002,2906,Television production,1,51,4,0.8,12.8,12.8,Drama/Theater
Beverly Hills USD,2003,2906,Television production,1,49,4,0.8,12.2,12.2,Drama/Theater
Beverly Hills USD,2004,2906,Television production,1,27,3,0.6,9,9,Drama/Theater
Beverly Hills USD,2010,5745,Television production,1,25,1,0.04,25,25,"Art, Media and Entertainment"
Burbank Unified,1999,2906,Television production,1,31,1,0.2,31,31,Drama/Theater
Burbank Unified,2000,2906,Television production,1,64,2,0.4,32,32,Drama/Theater
Burbank Unified,2001,2906,Television production,1,31,1,0.2,31,31,Drama/Theater
Burbank Unified,2002,2906,Television production,1,33,1,0.2,33,33,Drama/Theater
Burbank Unified,2004,2906,Television production,2,163,2,0.3,34,81.5,Drama/Theater
Burbank Unified,2005,2906,Television production,2,41,2,0.32,20.5,20.5,Drama/Theater
Inglewood USD,2000,2906,Television production,1,26,2,0.4,13,13,Drama/Theater
Long Beach Unified,2010,5745,Television production,1,4,2,0.66,2,2,"Arts, Media and Entertainment"
Manhattan Beach USD,1997,2906,Television production,1,26,1,0.17,26,26,Drama/Theater
Manhattan Beach USD,1998,2906,Television production,1,92,3,0.48,30.7,30.7,Drama/Theater
Manhattan Beach USD,1999,2906,Television production,1,89,3,0.4,29.7,29.7,Drama/Theater
Manhattan Beach USD,2000,2906,Television production,1,135,4,0.7,33.8,33.8,Drama/Theater
Manhattan Beach USD,2001,2906,Television production,1,125,4,0.7,31.2,31.2,Drama/Theater
Manhattan Beach USD,2002,2906,Television production,1,129,4,0.7,32.2,32.2,Drama/Theater
Manhattan Beach USD,2003,2906,Television production,1,69,2,0.3,34.5,34.5,Drama/Theater
Manhattan Beach USD,2004,2906,Television production,1,141,4,0.7,35.2,35.2,Drama/Theater
Manhattan Beach USD,2005,2906,Television production,1,126,4,0.67,31.5,31.5,Drama/Theater
Santa Monica-Malibu USD,2004,2906,Television production,1,22,1,0.18,22,22,Drama/Theater
Santa Monica-Malibu USD,2005,2906,Television production,1,18,1,0.18,18,18,Drama/Theater
Burbank Unified,1999,5864,Textile production and fabrication,1,33,1,0.2,33,33,Fashion/Home Eco
Beverly Hills USD,1997,2904,Advanced Theater,1,35,1,0.2,35,35,Drama/Theater
Beverly Hills USD,1998,2904,Advanced Theater,1,79,2,0.4,39.5,39.5,Drama/Theater
Beverly Hills USD,1999,2904,Advanced Theater,1,50,2,0.4,25,25,Drama/Theater
Beverly Hills USD,2000,2904,Advanced Theater,1,22,1,0.2,22,22,Drama/Theater
Beverly Hills USD,2002,2904,Advanced Theater,1,46,2,0.4,23,23,Drama/Theater
Beverly Hills USD,2003,2904,Advanced Theater,1,52,2,0.4,26,26,Drama/Theater
Beverly Hills USD,2004,2904,Advanced Theater,1,38,2,0.4,19,19,Drama/Theater
Beverly Hills USD,2005,2904,Advanced Theater,1,65,2,0.4,32.5,32.5,Drama/Theater
Beverly Hills USD,2006,2904,Advanced Theater,1,36,1,0.2,36,36,Drama/Theater
Glendale Unified,1999,2904,Advanced Theater,1,22,1,0.2,22,22,Drama/Theater
Inglewood USD,2002,2904,Advanced Theater,1,22,1,0.2,22,22,Drama/Theater
La Canada Unified,2005,2904,Advanced Theater,1,30,1,0.2,30,30,Drama/Theater
La Canada Unified,2006,2904,Advanced Theater,1,27,1,0.2,27,27,Drama/Theater
Long Beach Unified,1997,2904,Advanced Theater,3,43,3,0.56,14.3,14.3,Drama/Theater
Long Beach Unified,1998,2904,Advanced Theater,2,36,2,0.36,18,18,Drama/Theater
Long Beach Unified,1999,2904,Advanced Theater,2,37,2,0.36,18.5,18.5,Drama/Theater
Long Beach Unified,2000,2904,Advanced Theater,2,23,2,0.3,11.5,11.5,Drama/Theater
Los Angeles USD,1997,2904,Advanced Theater,9,367,12,2.3,28.5,30.6,Drama/Theater
Los Angeles USD,1998,2904,Advanced Theater,14,599,18,3.53,27.8,33.3,Drama/Theater
Los Angeles USD,1999,2904,Advanced Theater,16,622,20,3.81,26.9,31.1,Drama/Theater
Los Angeles USD,2000,2904,Advanced Theater,14,584,19,3.48,25.9,30.7,Drama/Theater
Los Angeles USD,2001,2904,Advanced Theater,18,961,33,5.79,25.9,29.1,Drama/Theater
Los Angeles USD,2002,2904,Advanced Theater,20,1041,32,5.78,29.2,32.5,Drama/Theater
Los Angeles USD,2003,2904,Advanced Theater,13,546,16,2.94,27,34.1,Drama/Theater
Los Angeles USD,2004,2904,Advanced Theater,14,562,19,3.99,29.6,29.6,Drama/Theater
Los Angeles USD,2005,2904,Advanced Theater,17,627,23,5.09,27.3,27.3,Drama/Theater
Los Angeles USD,2006,2904,Advanced Theater,14,482,18,3.96,26.8,26.8,Drama/Theater
Santa Monica-Malibu USD,1997,2904,Advanced Theater,1,23,1,0.2,23,23,Drama/Theater
Santa Monica-Malibu USD,1998,2904,Advanced Theater,2,54,2,0.4,27,27,Drama/Theater
Santa Monica-Malibu USD,1999,2904,Advanced Theater,1,12,1,0.2,12,12,Drama/Theater
Santa Monica-Malibu USD,2000,2904,Advanced Theater,2,43,3,0.6,14.3,14.3,Drama/Theater
Santa Monica-Malibu USD,2001,2904,Advanced Theater,2,34,2,0.39,17,17,Drama/Theater
Santa Monica-Malibu USD,2002,2904,Advanced Theater,2,28,2,0.39,14,14,Drama/Theater
Santa Monica-Malibu USD,2003,2904,Advanced Theater,1,17,1,0.2,17,17,Drama/Theater
Santa Monica-Malibu USD,2004,2904,Advanced Theater,1,29,1,0.2,29,29,Drama/Theater
Santa Monica-Malibu USD,2005,2904,Advanced Theater,2,131,4,1,32.8,32.8,Drama/Theater
Beverly Hills USD,2008,2901,Theatre/creative dramatics,1,20,1,0.2,20,20,Drama/Theater
Burbank Unified,2007,2901,Theatre/creative dramatics,1,97,4,0.8,24.2,24.2,Drama/Theater
Burbank Unified,2008,2901,Theatre/creative dramatics,1,90,4,0.8,22.5,22.5,Drama/Theater
Glendale Unified,2007,2901,Theatre/creative dramatics,1,88,4,0.8,22,22,Drama/Theater
Glendale Unified,2008,2901,Theatre/creative dramatics,1,101,6,0.8,16.8,16.8,Drama/Theater
Inglewood USD,2007,2901,Theatre/creative dramatics,1,54,1,0.2,0,54,Drama/Theater
La Canada Unified,2007,2901,Theatre/creative dramatics,1,69,2,0.36,34.5,34.5,Drama/Theater
La Canada Unified,2008,2901,Theatre/creative dramatics,1,57,2,0.36,28.5,28.5,Drama/Theater
Long Beach Unified,2007,2901,Theatre/creative dramatics,6,347,14,2.63,24.8,24.8,Drama/Theater
Long Beach Unified,2008,2901,Theatre/creative dramatics,9,393,15,2.76,26.2,26.2,Drama/Theater
Los Angeles USD,2007,2901,Theatre/creative dramatics,137,11786,380,76.1,30.8,31,Drama/Theater
Los Angeles USD,2008,2901,Theatre/creative dramatics,140,12285,408,85.1,29.9,30.1,Drama/Theater
Manhattan Beach USD,2007,2901,Theatre/creative dramatics,1,33,1,0.17,33,33,Drama/Theater
Pasadena Unified,2007,2901,Theatre/creative dramatics,4,169,6,1.2,28.2,28.2,Drama/Theater
Pasadena Unified,2008,2901,Theatre/creative dramatics,2,57,2,0.4,28.5,28.5,Drama/Theater
Santa Monica-Malibu USD,2007,2901,Theatre/creative dramatics,2,53,2,0.38,26.5,26.5,Drama/Theater
Beverly Hills USD,1997,2900,Theater/play production,1,23,1,0.2,23,23,Drama/Theater
Beverly Hills USD,1998,2900,Theater/play production,1,34,1,0.2,34,34,Drama/Theater
Beverly Hills USD,1999,2900,Theater/play production,1,31,1,0.2,31,31,Drama/Theater
Beverly Hills USD,2000,2900,Theater/play production,1,28,1,0.2,28,28,Drama/Theater
Beverly Hills USD,2001,2900,Theater/play production,1,51,2,0.4,25.5,25.5,Drama/Theater
Beverly Hills USD,2002,2900,Theater/play production,1,58,2,0.4,29,29,Drama/Theater
Beverly Hills USD,2003,2900,Theater/play production,2,95,4,0.8,23.8,23.8,Drama/Theater
Beverly Hills USD,2004,2900,Theater/play production,1,41,2,0.4,20.5,20.5,Drama/Theater
Beverly Hills USD,2005,2900,Theater/play production,1,66,2,0.4,33,33,Drama/Theater
Beverly Hills USD,2006,2900,Theater/play production,1,27,1,0.2,27,27,Drama/Theater
Burbank Unified,1997,2900,Theater/play production,2,45,2,0.4,22.5,22.5,Drama/Theater
Burbank Unified,1998,2900,Theater/play production,3,68,3,0.58,22.7,22.7,Drama/Theater
Burbank Unified,1999,2900,Theater/play production,2,49,2,0.4,24.5,24.5,Drama/Theater
Burbank Unified,2000,2900,Theater/play production,2,56,2,0.4,28,28,Drama/Theater
Burbank Unified,2001,2900,Theater/play production,1,32,1,0.2,32,32,Drama/Theater
Burbank Unified,2002,2900,Theater/play production,2,52,2,0.4,26,26,Drama/Theater
Burbank Unified,2003,2900,Theater/play production,1,25,1,0.2,25,25,Drama/Theater
Burbank Unified,2004,2900,Theater/play production,1,23,1,0.2,23,23,Drama/Theater
Burbank Unified,2005,2900,Theater/play production,1,22,1,0.2,22,22,Drama/Theater
Burbank Unified,2006,2900,Theater/play production,2,145,6,1.2,24.2,24.2,Drama/Theater
Glendale Unified,1997,2900,Theater/play production,2,73,3,0.6,24.3,24.3,Drama/Theater
Glendale Unified,1998,2900,Theater/play production,1,27,1,0.2,27,27,Drama/Theater
Glendale Unified,2000,2900,Theater/play production,1,28,1,0.2,28,28,Drama/Theater
Glendale Unified,2001,2900,Theater/play production,1,17,1,0.2,17,17,Drama/Theater
Glendale Unified,2002,2900,Theater/play production,1,18,1,0.2,18,18,Drama/Theater
Glendale Unified,2003,2900,Theater/play production,1,23,1,0.2,23,23,Drama/Theater
Inglewood USD,1997,2900,Theater/play production,1,69,2,0.4,34.5,34.5,Drama/Theater
Inglewood USD,1998,2900,Theater/play production,1,45,2,0.4,22.5,22.5,Drama/Theater
Inglewood USD,2000,2900,Theater/play production,2,85,3,0.6,28.3,28.3,Drama/Theater
Inglewood USD,2001,2900,Theater/play production,4,301,9,1.82,33.4,33.4,Drama/Theater
Inglewood USD,2002,2900,Theater/play production,1,103,4,0.8,25.8,25.8,Drama/Theater
Inglewood USD,2003,2900,Theater/play production,1,92,3,0.6,30.7,30.7,Drama/Theater
Inglewood USD,2004,2900,Theater/play production,1,71,2,0.4,35.5,35.5,Drama/Theater
Inglewood USD,2005,2900,Theater/play production,2,156,3,0.6,45.5,52,Drama/Theater
Inglewood USD,2006,2900,Theater/play production,1,83,2,0.32,41.5,41.5,Drama/Theater
La Canada Unified,1998,2900,Theater/play production,1,20,1,0.2,20,20,Drama/Theater
La Canada Unified,1999,2900,Theater/play production,1,66,2,0.4,33,33,Drama/Theater
La Canada Unified,2004,2900,Theater/play production,1,147,4,0.8,36.8,36.8,Drama/Theater
La Canada Unified,2005,2900,Theater/play production,1,142,4,0.8,35.5,35.5,Drama/Theater
La Canada Unified,2006,2900,Theater/play production,1,95,3,0.6,31.7,31.7,Drama/Theater
Long Beach Unified,1997,2900,Theater/play production,11,922,29,6.74,31,31.8,Drama/Theater
Long Beach Unified,1998,2900,Theater/play production,15,1414,39,7.43,33.6,36.3,Drama/Theater
Long Beach Unified,1999,2900,Theater/play production,7,1021,29,5.23,32.5,35.2,Drama/Theater
Long Beach Unified,2000,2900,Theater/play production,7,1108,32,6,34.6,34.6,Drama/Theater
Long Beach Unified,2001,2900,Theater/play production,7,1298,39,7.24,33.3,33.3,Drama/Theater
Long Beach Unified,2002,2900,Theater/play production,10,1396,45,7.84,31,31,Drama/Theater
Long Beach Unified,2003,2900,Theater/play production,8,1103,36,6.53,30.6,30.6,Drama/Theater
Long Beach Unified,2004,2900,Theater/play production,9,1373,44,7.85,31.2,31.2,Drama/Theater
Long Beach Unified,2005,2900,Theater/play production,9,1475,48,8.97,28.9,30.7,Drama/Theater
Long Beach Unified,2006,2900,Theater/play production,8,1332,44,7.84,30.3,30.3,Drama/Theater
Los Angeles USD,1997,2900,Theater/play production,33,904,39,7.24,23.2,23.2,Drama/Theater
Los Angeles USD,1998,2900,Theater/play production,31,875,41,8.46,21.3,21.3,Drama/Theater
Los Angeles USD,1999,2900,Theater/play production,29,770,35,6.55,22,22,Drama/Theater
Los Angeles USD,2000,2900,Theater/play production,31,823,38,6.87,20.8,21.7,Drama/Theater
Los Angeles USD,2001,2900,Theater/play production,32,952,43,8.12,21.4,22.1,Drama/Theater
Los Angeles USD,2002,2900,Theater/play production,33,1033,40,7.31,25.2,25.8,Drama/Theater
Los Angeles USD,2003,2900,Theater/play production,30,946,36,6.56,26.3,26.3,Drama/Theater
Los Angeles USD,2004,2900,Theater/play production,37,1144,44,8.12,26,26,Drama/Theater
Los Angeles USD,2005,2900,Theater/play production,33,1173,43,8.3,25.9,27.3,Drama/Theater
Los Angeles USD,2006,2900,Theater/play production,36,1073,42,8.76,24.9,25.5,Drama/Theater
Manhattan Beach USD,1997,2900,Theater/play production,1,21,1,0.2,21,21,Drama/Theater
Pasadena Unified,1997,2900,Theater/play production,1,14,1,0.2,14,14,Drama/Theater
Pasadena Unified,1998,2900,Theater/play production,2,45,2,0.4,22.5,22.5,Drama/Theater
Pasadena Unified,1999,2900,Theater/play production,1,17,1,0.2,17,17,Drama/Theater
Pasadena Unified,2000,2900,Theater/play production,2,91,4,0.74,22.8,22.8,Drama/Theater
Pasadena Unified,2001,2900,Theater/play production,1,12,1,0.2,12,12,Drama/Theater
Pasadena Unified,2002,2900,Theater/play production,1,14,1,0.25,14,14,Drama/Theater
Pasadena Unified,2003,2900,Theater/play production,2,62,3,0.74,20.7,20.7,Drama/Theater
Santa Monica-Malibu USD,1997,2900,Theater/play production,1,23,1,0.2,23,23,Drama/Theater
Santa Monica-Malibu USD,1998,2900,Theater/play production,1,75,3,0.6,25,25,Drama/Theater
Santa Monica-Malibu USD,1999,2900,Theater/play production,2,230,7,1.4,32.9,32.9,Drama/Theater
Santa Monica-Malibu USD,2000,2900,Theater/play production,1,77,3,0.6,25.7,25.7,Drama/Theater
Santa Monica-Malibu USD,2001,2900,Theater/play production,1,78,3,0.6,26,26,Drama/Theater
Santa Monica-Malibu USD,2002,2900,Theater/play production,1,49,2,0.4,24.5,24.5,Drama/Theater
Santa Monica-Malibu USD,2003,2900,Theater/play production,1,85,4,0.8,21.2,21.2,Drama/Theater
Santa Monica-Malibu USD,2004,2900,Theater/play production,1,40,2,0.4,20,20,Drama/Theater
Santa Monica-Malibu USD,2006,2900,Theater/play production,2,78,3,0.6,26,26,Drama/Theater
Beverly Hills USD,2008,2900,Theater/play production (sec sch standards),1,30,1,0.2,30,30,Drama/Theater
Burbank Unified,2007,2900,Theater/play production (sec sch standards),2,167,7,1.4,23.9,23.9,Drama/Theater
Burbank Unified,2008,2900,Theater/play production (sec sch standards),2,177,7,1.4,25.3,25.3,Drama/Theater
Inglewood USD,2007,2900,Theater/play production (sec sch standards),1,41,1,0.2,41,41,Drama/Theater
Inglewood USD,2008,2900,Theater/play production (sec sch standards),1,91,2,0.4,45.5,45.5,Drama/Theater
La Canada Unified,2007,2900,Theater/play production (sec sch standards),1,87,3,0.54,29,29,Drama/Theater
La Canada Unified,2008,2900,Theater/play production (sec sch standards),1,71,2,0.36,35.5,35.5,Drama/Theater
Long Beach Unified,2007,2900,Theater/play production (sec sch standards),8,1236,41,7.15,29.5,30.1,Drama/Theater
Long Beach Unified,2008,2900,Theater/play production (sec sch standards),8,1285,43,7.75,29.9,29.9,Drama/Theater
Los Angeles USD,2007,2900,Theater/play production (sec sch standards),37,1209,43,9.09,26.9,28.1,Drama/Theater
Los Angeles USD,2008,2900,Theater/play production (sec sch standards),40,1213,51,10.92,23.2,23.8,Drama/Theater
Manhattan Beach USD,2007,2900,Theater/play production (sec sch standards),1,88,3,0.6,29.3,29.3,Drama/Theater
Manhattan Beach USD,2008,2900,Theater/play production (sec sch standards),1,94,3,0.6,31.3,31.3,Drama/Theater
Pasadena Unified,2008,2900,Theater/play production (sec sch standards),1,43,1,0.2,43,43,Drama/Theater
Santa Monica-Malibu USD,2007,2900,Theater/play production (sec sch standards),2,65,2,0.4,32.5,32.5,Drama/Theater
Santa Monica-Malibu USD,2008,2900,Theater/play production (sec sch standards),2,92,3,0.6,30.7,30.7,Drama/Theater
Burbank Unified,2010,2900,Theatre/play production (sec sch standards),1,21,1,0.2,21,21,Drama/Theater
